facility_id,facility_name,lot_number,has_visitor_parking,campus_region,street_address,zip_code
1060,Brooks St N 215-217,None,None,None,215 N Brooks St,53715-1165
1064,Delaplaine Ct 1100,None,None,None,1100 Delaplaine Ct,53715-1840
1069,"Levy Hall, Irving & Dorothy",None,None,None,232 N Park St,53715-0000
1071,Johnson St W 935 (Inactive),None,None,None,935 W Johnson St,53715-1005
1072,Johnson St W 702,None,None,None,702 W Johnson St,53715-1005
1075,Goodman Softball All Season Practice Facility,None,None,None,1010 Highland Ave,53705-2272
1077,Fleet & Service Garage,None,None,None,27 N Charter St,53715-1238
1078,Park St N 21,None,None,None,21 N Park St,53715-1218
1079,"Smith Residence Hall, Newell J",None,None,None,35 N Park St,53715-1218
1080,Fueling Station-Fleet Garage,None,None,None,24 N Mills St,53715-1238
1082,Bernard Ct 206,None,None,None,206 Bernard Ct,53715-1115
1083,Veterinary Medicine Hay Storage 2,None,None,None,405 Easterday Ln,53706-1253
1084,Bernard Ct 204,None,None,None,204 Bernard Ct,53715-2263
1085,Dayton St W 908,None,None,None,908 W Dayton St,53715-1127
1086,Dayton St W 910/912,None,None,None,910 W Dayton St,53715-1127
1087,KRC-PSL-Boat Storage Building,None,None,None,3725 Schneider Dr,53589-3034
1088,KRC-PSL-Storage Bldg,None,None,None,3725 Schneider Dr,53589-3034
1089,Bernard Ct 209 (Inactive),None,None,None,209 Bernard Ct,53715-2261
1090,Storage Tank-West Campus,None,None,None,1935 Linden Dr,53706-1108
1094,Johnson St W 724,None,None,None,724 W Johnson St,53715-1079
1095,Monroe St 1433,None,None,None,1433 Monroe St,53711-2018
1098,Inventory Report-Boats and Motors,None,None,None,For Business Services Purposes,00000-0000
1100,Trout Lake-Grounds,None,None,None,3110 Trout Lake Station Dr,54512-0000
1101,Trout Lake-Biological Research Lab,None,None,None,3110 Trout Lake Station Dr,54512-0000
1102,Trout Lake-Fish Cabin,None,None,None,3124 Trout Lake Station Dr,54512-0000
1103,Trout Lake-Plankton Cabin,None,None,None,3122 Trout Lake Station Dr,54512-0000
1104,Trout Lake-Chemistry Cabin,None,None,None,3118 Trout Lake Station Dr,54512-0000
1105,Trout Lake-Bacteriology Cabin,None,None,None,3116 Trout Lake Station Dr,54512-0000
1106,Trout Lake-House of Lords,None,None,None,3114 Trout Lake Station Dr,54512-0000
1107,Trout Lake-Workshop,None,None,None,3110 Trout Lake Station Dr,54512-0000
1108,Trout Lake-Gas Shack,None,None,None,3110 Trout Lake Station Dr,54512-0000
1109,Trout Lake-Storage and Garage,None,None,None,3110 Trout Lake Station Dr,54512-0000
1110,Trout Lake-Shower Building,None,None,None,3120 Trout Lake Station Dr,54512-0000
1111,Trout Lake-Juday House,None,None,None,3130 Trout Lake Station Dr,54512-0000
1112,Trout Lake-Jewell Cabin,None,None,None,3138 Trout Lake Station Dr,54512-0000
1113,Trout Lake-Meloche Cabin,None,None,None,3140 Trout Lake Station Dr,54512-0000
1114,Trout Lake-Merrill Cabin,None,None,None,3139 Trout Lake Station Dr,54512-0000
1115,Trout Lake-Halverson Cabin,None,None,None,3137 Trout Lake Station Dr,54512-0000
1117,Trout Lake-Thomas M Frost House,None,None,None,10810 County Hwy N,54512-0000
1118,Trout Lake-Pump Pit,None,None,None,3110 Trout Lake Station Dr,54512-0000
1119,Trout Lake-Research Outbuilding,None,None,None,3110 Trout Lake Station Dr,54512-0000
1130,Pine Bluff-Rolling Building,None,None,None,4065 Observatory Rd,53528-8815
1131,Pine Bluff-Seabox Building,None,None,None,4065 Observatory Rd,53528-8815
1139,Stoughton Rd S 2109,None,None,None,2109 S Stoughton Rd,53716-2851
1145,Sellery Shed,None,None,None,872 W Dayton St,53703-2318
1148,Ropes Course-Grounds,None,None,None,3725 Schneider Dr,53589-3034
1149,Ropes Course Pavilion,None,None,None,3725 Schneider Dr,53589-3034
1150,KRC-Grounds,None,None,None,3725 Schneider Dr,53589-3034
1151,KRC-PSL-Shop and Office,None,None,None,3725 Schneider Dr,53589-3034
1153,KRC-PSL-Transformers,None,None,None,3725 Schneider Dr,53589-3034
1155,KRC-PSL-Compressor Bldg,None,None,None,3725 Schneider Dr,53589-3034
1156,KRC-PSL-Chemical Storage Bldg 2,None,None,None,3725 Schneider Dr,53589-3034
1158,KRC-PSL-Storage Bldg 3,None,None,None,3725 Schneider Dr,53589-3034
1159,KRC-SRC-Storage Bldg 2,None,None,None,3735 County Rd B,53589-3034
1161,KRC-Farm B Silo,None,None,None,3777 Schneider Dr,53589-3034
1162,KRC-SRC-Chemical Storage Bldg,None,None,None,3731 Schneider Dr,53589-3034
1163,KRC-Farm B Barn,None,None,None,3777 Schneider Dr,53589-3034
1164,KRC-SRC-Power Metering Bldg (Alliant),None,None,None,3735 County Rd B,53589-3034
1165,KRC-SRC-Storage Bldg 1,None,None,None,3731 Schneider Dr,53589-3034
1166,KRC-PSL-Compressor Bldg,None,None,None,3731 Schneider Dr,53589-3034
1168,KRC-Farm B House,None,None,None,3777 Schneider Dr,53589-3034
1169,KRC-SRC-Ednor M Rowe Building,None,None,None,3731 Schneider Dr,53589-3034
1170,KRC-SRC-Tantalus,None,None,None,3735 County Rd B,53589-3034
1171,KRC-SRC-Tantalus Control House,None,None,None,3735 County Rd B,53589-3034
1172,KRC-PSL-Records Building,None,None,None,3735 County Rd B,53589-3034
1173,KRC-Med Physics-Tomotherapy,None,None,None,3725 Schneider Dr,53589-3034
1174,KRC-SRC-Auxiliary Transformer,None,None,None,3731 Schneider Dr,53589-3034
1176,KRC-Med Physics-Garage (Inactive),None,None,None,3725 Schneider Dr,53589-3034
1177,KRC-SRC-Tantalus Silo,None,None,None,3735 County Rd B,53589-3034
1178,KRC-Med Physics-Trailer 14,None,None,None,3731 Schneider Dr,53589-3034
1179,KRC-SRC-Tantalus Silo 2,None,None,None,3735 County Rd B,53589-3034
1181,KRC-Farm A Tobacco Shed,None,None,None,3717 County Rd B,53589-3034
1183,KRC-Farm A Machine Shed,None,None,None,3717 County Rd B,53589-3034
1192,KRC-PSL-Grounds Storage,None,None,None,3725 Schneider Dr,53589-3034
1195,KRC-PSL-Instrument Storage Facility,None,None,None,3725 Schneider Dr,53589-3034
1197,KRC-PSL-Garage,None,None,None,3725 Schneider Dr,53589-3034
1198,KRC-PSL-Well House,None,None,None,3725 Schneider Dr,53589-3034
1199,KRC-PSL-Well 3,None,None,None,3725 Schneider Dr,53589-3034
1200,Apartment Facilities Office,None,None,None,2902 Haight Rd,53705-2267
1201,University Houses 1,None,None,None,Univ Houses,53705-0000
1202,University Houses 2,None,None,None,Univ Houses,53705-0000
1203,University Houses 3,None,None,None,Univ Houses,53705-0000
1205,University Houses 5,None,None,None,Univ Houses,53705-0000
1206,University Houses 6,None,None,None,Univ Houses,53705-0000
1207,University Houses 7,None,None,None,Univ Houses,53705-0000
1209,University Houses 9,None,None,None,Univ Houses,53705-0000
1210,University Houses 10,None,None,None,Univ Houses,53705-0000
1211,University Houses 11,None,None,None,Univ Houses,53705-0000
1213,University Houses 13,None,None,None,Univ Houses,53705-0000
1214,University Houses 14,None,None,None,Univ Houses,53705-0000
1215,University Houses 15,None,None,None,Univ Houses,53705-0000
1217,University Houses 17,None,None,None,Univ Houses,53705-0000
1218,University Houses 18,None,None,None,Univ Houses,53705-0000
1219,University Houses 19,None,None,None,Univ Houses,53705-0000
1221,University Houses 21,None,None,None,Univ Houses,53705-0000
1222,University Houses 22,None,None,None,Univ Houses,53705-0000
1223,University Houses 23,None,None,None,Univ Houses,53705-0000
1225,University Houses 25,None,None,None,Univ Houses,53705-0000
1226,University Houses 26,None,None,None,Univ Houses,53705-0000
1227,University Houses 27,None,None,None,Univ Houses,53705-0000
1229,University Houses 29,None,None,None,Univ Houses,53705-0000
1230,University Houses 30,None,None,None,Univ Houses,53705-0000
1231,University Houses 31,None,None,None,Univ Houses,53705-0000
1233,University Houses 33,None,None,None,Univ Houses,53705-0000
1234,University Houses 34,None,None,None,Univ Houses,53705-0000
1235,University Houses 35,None,None,None,Univ Houses,53705-0000
1237,University Houses 37,None,None,None,Univ Houses,53705-0000
1238,University Houses 38,None,None,None,Univ Houses,53705-0000
1239,Campus Childcare,None,None,None,39 University Houses,53705-1821
1241,University Houses 41,None,None,None,Univ Houses,53705-0000
1243,"Ogg Residence Hall, Frederic A",None,None,None,835 W Dayton St,53706-1702
1245,Sellery Residence Hall,None,None,None,821 W Johnson St,53706-1701
1246,Witte Residence Hall,None,None,None,615 W Johnson St,53706-1723
1249,Gordon Dining & Event Center,None,None,None,770 W Dayton St,53715-1110
1250,Apartment Facilities Warehouse,None,None,None,2902 Haight Rd,53705-2267
1279,Eagle Heights Underground Reservoir,None,None,None,For Business Services Purposes,00000-0000
1280,Eagle Heights 208,None,None,None,Eagle Hts,53705-0000
1281,Eagle Heights 209,None,None,None,Eagle Hts,53705-0000
1282,Eagle Heights 201,None,None,None,Eagle Hts,53705-0000
1283,Eagle Heights 203,None,None,None,Eagle Hts,53705-0000
1284,Eagle Heights 205,None,None,None,Eagle Hts,53705-0000
1285,Eagle Heights 202,None,None,None,Eagle Hts,53705-0000
1286,Eagle Heights 204,None,None,None,Eagle Hts,53705-0000
1287,Eagle Heights 206,None,None,None,Eagle Hts,53705-0000
1288,Eagle Heights 207,None,None,None,Eagle Hts,53705-0000
1290,Eagle Heights 106,None,None,None,Eagle Hts,53705-0000
1291,Eagle Heights 108,None,None,None,Eagle Hts,53705-0000
1292,Eagle Heights 101,None,None,None,Eagle Hts,53705-0000
1293,Eagle Heights 104,None,None,None,Eagle Hts,53705-0000
1294,Eagle Heights 107,None,None,None,Eagle Hts,53705-0000
1295,Eagle Heights 102,None,None,None,Eagle Hts,53705-0000
1296,Eagle Heights 103,None,None,None,Eagle Hts,53705-0000
1297,Eagle Heights 105,None,None,None,Eagle Hts,53705-0000
1298,Eagle Heights 109,None,None,None,Eagle Hts,53705-0000
1299,University Apartments Community Center,None,None,None,611 Eagle Heights Dr,53705-1501
1301,Eagle Heights 301,None,None,None,Eagle Hts,53705-0000
1302,Eagle Heights 302,None,None,None,Eagle Hts,53705-0000
1303,Eagle Heights 304,None,None,None,Eagle Hts,53705-0000
1304,Eagle Heights 306,None,None,None,Eagle Hts,53705-0000
1305,Eagle Heights 307,None,None,None,Eagle Hts,53705-0000
1306,Eagle Heights 308,None,None,None,Eagle Hts,53705-0000
1307,Eagle Heights 303,None,None,None,Eagle Hts,53705-0000
1308,Eagle Heights 309,None,None,None,Eagle Hts,53705-0000
1309,Eagle Heights 305,None,None,None,Eagle Hts,53705-0000
1311,Eagle Heights 401,None,None,None,Eagle Hts,53705-0000
1312,Eagle Heights 403,None,None,None,Eagle Hts,53705-0000
1313,Eagle Heights 405,None,None,None,Eagle Hts,53705-0000
1314,Eagle Heights 408,None,None,None,Eagle Hts,53705-0000
1315,Eagle Heights 404,None,None,None,Eagle Hts,53705-0000
1316,Eagle Heights 406,None,None,None,Eagle Hts,53705-0000
1317,Eagle Heights 402,None,None,None,Eagle Hts,53705-0000
1318,Eagle Heights 407,None,None,None,Eagle Hts,53705-0000
1321,Eagle Heights 502,None,None,None,Eagle Hts,53705-0000
1322,Eagle Heights 503,None,None,None,Eagle Hts,53705-0000
1323,Eagle Heights 504,None,None,None,Eagle Hts,53705-0000
1324,Eagle Heights 506,None,None,None,Eagle Hts,53705-0000
1325,Eagle Heights 509,None,None,None,Eagle Hts,53705-0000
1326,Eagle Heights 505,None,None,None,Eagle Hts,53705-0000
1327,Eagle Heights 501,None,None,None,Eagle Hts,53705-0000
1328,Eagle Heights 507,None,None,None,Eagle Hts,53705-0000
1329,Eagle Heights 508,None,None,None,Eagle Hts,53705-0000
1331,Eagle Heights 602,None,None,None,Eagle Hts,53705-0000
1332,Eagle Heights 604,None,None,None,Eagle Hts,53705-0000
1333,Eagle Heights 605,None,None,None,Eagle Hts,53705-0000
1334,Eagle Heights 606,None,None,None,Eagle Hts,53705-0000
1335,Eagle Heights 608,None,None,None,Eagle Hts,53705-0000
1336,Eagle Heights 610,None,None,None,Eagle Hts,53705-0000
1337,Eagle Heights 603,None,None,None,Eagle Hts,53705-0000
1338,Eagle Heights 607,None,None,None,Eagle Hts,53705-0000
1339,Eagle Heights 601,None,None,None,Eagle Hts,53705-0000
1340,Eagle Heights 609,None,None,None,Eagle Hts,53705-0000
1343,Eagle Heights 706,None,None,None,Eagle Hts,53705-0000
1344,Eagle Heights 707,None,None,None,Eagle Hts,53705-0000
1345,Eagle Heights 708,None,None,None,Eagle Hts,53705-0000
1349,Eagle Heights 912-914,None,None,None,Eagle Hts,53705-0000
1350,Eagle Heights 915-917,None,None,None,Eagle Hts,53705-0000
1352,Eagle Heights 926-928,None,None,None,Eagle Hts,53705-0000
1353,Eagle Heights 929-931,None,None,None,Eagle Hts,53705-0000
1354,Eagle Heights 932-934,None,None,None,Eagle Hts,53705-0000
1359,Apartment Facilities Storage,None,None,None,200 Eagle Heights Dr,53705-0000
1400,Clinical Science Center,None,None,None,600 Highland Ave,53792-3284
1420,CSC Med Flight Helicopter Pad,None,None,None,600 Highland Ave,53792-3284
1421,CSC Generator Shed,None,None,None,904 Emergency Dr,53792-1210
1425,Parking Garage 63-Children's Hospital,None,None,None,1655 Highland Ave,53792-0000
1426,American Family Children's Hospital,None,None,None,1675 Highland Ave,53792-0002
1435,UW Medical Foundation Centennial Building,None,None,None,1685 Highland Ave,53705-2281
1480,Health Sciences Learning Center,None,None,None,750 Highland Ave,53705-2221
1485,Wisconsin Institutes for Medical Research,None,None,None,1111 Highland Ave,53705-2275
1486,WIMR Shed,None,None,None,1191 Highland Ave,53705-2275
1578,UW-Eau Claire-Barron Co Library Building,None,None,None,1800 College Dr,54868-2414
1650,ARS Rhine-Stella-Plastic Greenhouse#8,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
1701,Emergency Phone-Walnut St N 702,None,None,None,702 Walnut St,53726-0000
1702,Emergency Phone-Linden Dr 1590,None,None,None,1590 Linden Dr,53706-1521
1703,Emergency Phone-Linden Dr 1202,None,None,None,1202 Linden Dr,53706-1525
1704,Emergency Phone-Easterday Ln 445,None,None,None,445 Easterday Ln,53706-1253
1705,Emergency Phone-Observatory Dr 2101,None,None,None,2101 Observatory Dr,53706-1212
1706,Emergency Phone-Alicia Ashman Bridge,None,None,None,1701 Linden Dr,53706-0000
1707,Emergency Phone-Social Science Lake Path,None,None,None,1190 Observatory Dr,53706-1320
1708,Kronshage Dock Phone,None,None,None,Kronshage Dock,53715-1203
1710,Emergency Phone-Observatory Dr 1402,None,None,None,1402 Observatory Dr,53706-0000
1712,Emergency Phone-University Bay Dr 2000,None,None,None,2000 University Bay Dr,53706-0000
1714,Lift Station-Lot 76,None,None,None,2350 Marsh Dr,53706-0000
1715,Lift Station-Lot 62,None,None,None,501 Easterday Ln,53705-0000
1716,Lift Station-Lot 40,None,None,None,450 Babcock Dr,53706-1518
1718,Emergency Phone-Fleet Garage,None,None,None,27 N Charter St,53715-1238
1719,Emergency Phone-Herrick Dr 502,None,None,None,502 Herrick Dr,53706-1000
1721,Emergency Phone-Frautschi Point,None,None,None,2662 Lake Mendota Dr,53705-1507
1722,Lift Station-Chazen,None,None,None,752 University Ave,53706-1411
1723,Lift Station-WIMR,None,None,None,1113 Highland Ave,53705-2275
1724,Lift Station-Lot 37,None,None,None,644 Elm Dr,53706-1134
1725,Lift Station-Stock Pavilion,None,None,None,1679 Linden Dr,53706-1536
1726,Lift Station-Kronshage,None,None,None,1634 Kronshage Dr,53706-1203
1727,Lift Station-Alumni,None,None,None,646 N Lake St,53706-1410
1758,Memorial Union Brat Stand,None,None,None,850 Langdon St,53706-1419
1999,Brooks St N 219-221,None,None,None,219 N Brooks St,53715-1116
2005,006L HC WHITE GARAGE LOWR,6,Yes,East Campus,600 N. Park Street,None
2006,006U HC WHITE GARAGE UPPR,6,Yes,East Campus,600 N. Park Street,None
2007,007  GRAINGER HALL GARAGE,7,Yes,East Campus,325 N. Brooks Street,None
2020,011  BASCOM HALL,11,No,East Campus,1125 Observatory Drive,None
2054,017 ENGINEERING DR RAMP,17,Yes,South Campus,1525 Engineering Drive,None
2058,020  UNIVERSITY AVE RAMP,20,Yes,Central Campus,1390 University Avenue,None
2063,023  VAN HISE GARAGE,23,No,Central Campus,1220 Linden Drive,None
2066,027  NANCY NICHOLAS HALL GARAGE,27,Yes,Central Campus,1330 Linden Drive,None
2068,029  N PARK STREET RAMP,29,Yes,East Campus,21 N. Park Street,None
2073,036  OBSERVATORY DR RAMP,36,Yes,Central Campus,1645 Observatory Drive,None
2075,038  MICROBIAL SCI GARAGE,38,No,Central Campus,645 Babcock Drive,None
2083,046  LAKE & JOHNSON RAMP,46,Yes,East Campus,301 N. Lake Street,None
2100,063 CHILDRENS HOSP GARAGE,63,Yes,West Campus,1655 Highland Avenue,None
2104,067  LINDEN DRIVE RAMP,67,Yes,Central Campus,2002 Linden Drive,None
2108,075  UW HOSPITAL RAMP,75,Yes,West Campus,1620 Highland Avenue,None
2109,076  UNIV BAY DRIVE RAMP,76,Yes,West Campus,2501 University Bay Drive,None
2113,080  UNION SOUTH GARAGE,80,Yes,South Campus,1308 W. Dayton Street,None
2116,083  FLUNO CENTER GARAGE,83,Yes,East Campus,314 N. Frances Street,None
2128,095  HEALTH SCI GARAGE,95,No,West Campus,750 Highland Avenue,None
2302,CRSC Replacement,None,None,None,1436 Monroe St,53711-2051
2320,063V AFCH Valet,63,No,West Campus,1655 Highland Avenue,None
4001,Hwy 12 E 3001,None,None,None,3001 E Hwy 12,54751-0000
4006,K St S 206,None,None,None,206 S K St,54656-2180
4014,Eleventh St S 227,None,None,None,227 S Eleventh St,54615-1550
4083,Second Ave S 816,None,None,None,816 Second Ave S,54650-0000
4099,Kuband Antenna,None,None,None,3319 W Beltline Hwy,53713-2834
4107,Pleasant View Rd S 447,None,None,None,447 S Pleasant View Rd,53593-9692
4108,Pleasant View Rd S 451,None,None,None,451 S Pleasant View Rd,53593-9692
4109,Blue Mounds St 211,None,None,None,211 Blue Mounds St,53572-2160
4117,Glover Rd S 129,None,None,None,129 S Glover Rd,54022-0000
4118,Nicolet Dr 2420 - Wood Hall,None,None,None,"2420 Nicolet Dr, Wood Hall",54311-7001
4119,10th St N 1243,None,None,None,1243 N 10th St,53205-2559
4120,Clairemont Ave W 1221,None,None,None,1221 W Clairemont Ave,54701-6126
4123,Catlin Ave 1805,None,None,None,1805 Catlin Ave,54880-0000
4125,Hastings Way S 1907,None,None,None,1907 S Hastings Way,54701-4551
4129,WHLA & WLSU Antenna,None,None,None,955 Tschumper Rd,55947-0000
4130,10th St W 410,None,None,None,410 W 10th St,55806-0000
4131,Industrial Park Rd 324,None,None,None,324 Industrial Park Rd,54806-0000
4151,WHLA & WLSU Studio,None,None,None,515 N 15th St,54601-3666
4220,Mound Rd 1220,None,None,None,1220 Mound Rd,53404-0000
4737,Washington St W 6737,None,None,None,6737 W Washington St,53214-0000
6035,Meriter-Capital,None,None,None,309 W Washington Ave,53703-2701
8002,Blue Mounds Holding Facility,None,None,None,10362 County Trunk Hwy ID,53517-0000
8003,Main St W 634 (Inactive),None,None,None,634 W Main St,53703-2662
8004,Emil St 1402,None,None,None,1402 Emil St,53703-2312
8005,Washington Ave W 625,None,None,None,625 W Washington Ave,53703-2637
8010,Marsh Ct 15,None,None,None,15 Marsh Ct,53718-8805
8013,Elcho-Land Use,None,None,None,For SMO Purposes,00000-0000
8017,University Ave 4702,None,None,None,4702 University Ave,53705-2168
8020,Marshall Ct 2828,None,None,None,2828 Marshall Ct,53705-2276
8022,Johnson St W 1221,None,None,None,1221 W Johnson St,53715-1190
8023,Capitol Dr E 2323,None,None,None,2323 E Capitol Dr,54911-0000
8025,Winsand Dr 40195,None,None,None,40195 Winsand Dr,54760-0000
8029,Bernard Ct 210 (Inactive),None,None,None,210 Bernard Ct,53715-2262
8030,Science Dr 440,None,None,None,440 Science Dr,53711-1064
8032,Maquina Sculpture,None,None,None,Engineering Mall,53706-0000
8034,Tokay Blvd 5752,None,None,None,5752 Tokay Blvd,53719-1237
8035,Martin Luther King Blvd 210,None,None,None,210 Martin Luther King Jr Blvd,53703-3340
8037,Cty P 4507,None,None,None,4507 Cty P,00000-0000
8042,Park St S 2300,None,None,None,2300 S Park St,53713-1997
8043,Dayton St W 924,None,None,None,924 W Dayton St,53715-1131
8044,University Ave 1403,None,None,None,1403 University Ave,53715-1055
8051,Park St S 20,None,None,None,20 S Park St,53715-1348
8052,UW Hospital Clinic-Middleton Hills,None,None,None,6720 Frank Lloyd Wright Dr,53562-1753
8053,Midvale Blvd N 310,None,None,None,310 N Midvale Blvd,53705-3265
8054,Dayton St W 1014,None,None,None,1014 W Dayton St,53715-1129
8058,University of Chicago Press-Warehouse,None,None,None,11030 S Langley Ave,60628-3830
8059,Research Park Blvd 5901 (Inactive),None,None,None,5901 Research Park Blvd,53719-1252
8064,State Lab of Hygiene-Agriculture Dr,None,None,None,2601 Agriculture Dr,53718-6780
8065,ARS Lancaster-Fischer Farm,None,None,None,For SMO Purposes,00000-0000
8066,Arena WI-Land Lease,None,None,None,For SMO Purposes,00000-0000
8067,Lakeland Airport,None,None,None,1545 N Farming Rd,54568-9586
8068,University Green 8520,None,None,None,8520 University Green,53562-2508
8069,UW Health West Clinic,None,None,None,451 Junction Rd,53717-2656
8071,UW Health East Clinic,None,None,None,5249 E Terrace Dr,53718-8339
8072,Park St S 2238,None,None,None,2238 S Park St,53713-0000
8074,State Lab of Hygiene-Walton Commons West (Inactive),None,None,None,2810 Walton Commons West,53718-3900
8075,County Hwy MM 3083 - Office,None,None,None,3083 County Hwy MM,53711-0000
8076,County Hwy MM 3083 - South Quonset,None,None,None,3083 County Hwy MM,53711-0000
8077,County Hwy MM 3083 - N Pole Bldg,None,None,None,3083 County Hwy MM,53711-0000
8078,County Hwy MM 3083 - Grounds,None,None,None,3083 County Hwy MM,53711-0000
8079,Commerce Park Dr 2906,None,None,None,2906 Commerce Park Dr,53719-5153
8080,Allen Garden-Benches,None,None,None,620 Babcock Dr,53706-1210
8081,Allen Garden-Fons Vitae Sculpture,None,None,None,620 Babcock Dr,53706-1210
8082,Allen Garden-Arch,None,None,None,620 Babcock Dr,53706-1210
8083,Science Dr 545,None,None,None,545 Science Dr,53711-1060
8084,College Dr 5364 (Inactive),None,None,None,5364 College Dr,54501-0000
8086,WSUM Tower,None,None,None,7263 Hwy A,53508-0000
8088,WSUM Land,None,None,None,7263 Hwy A,53508-0000
8089,Thai Pavilion & Garden,None,None,None,3402 Atwood Ave,53714-0000
8093,Commercial Ave 1743,None,None,None,1743 Commercial Ave,53704-4617
8094,Rosa Rd S 505 (inactive),None,None,None,505 S Rosa Rd,53719-1235
8098,Washington Ave W 222,None,None,None,222 W Washington Ave,53703-2719
8100,Bayfield County-RR Corridor,None,None,None,For SMO Purposes,00000-0000
8101,Steimke Farm,None,None,None,W6664 Kampen Rd,53911-9746
8102,Bergquist Farm,None,None,None,W7260 Toser Lake Rd,54871-0000
8103,Bacon Farm,None,None,None,Route 1,54943-0000
8104,Meyer Brothers Farm,None,None,None,11190 Milling Ln,54449-8501
8105,Charmany Dr 510,None,None,None,510 Charmany Dr,53719-1235
8106,Pennsylvania Ave 2180,None,None,None,Pennsylvania Ave 2180,53704-4256
8107,Pennsylvania Ave 2230,None,None,None,2230 Pennsylvania Ave,53704-4256
8119,WI Cranberry Research Station,None,None,None,W8510 County Rd O,54615-1550
8122,State St 711,None,None,None,711 State St,53703-1088
8124,Science Dr 555-585,None,None,None,585 Science Dr,53711-1080
8126,Regent St 700,None,None,None,700 Regent St,53715-2634
8127,Fifth St 807-Antigo,None,None,None,807 Fifth St,54409-1938
8128,Science Dr 565-575,None,None,None,575 Science Dr,53711-1060
8133,Lakeside St E 330,None,None,None,330 E Lakeside St,53715-0000
8134,McKee Rd 6064,None,None,None,6064 McKee Rd,53719-5117
8135,Element Way 5510,None,None,None,5510 Element Way,53719-0000
8136,Westfield Rd S 301,None,None,None,301 S Westfield Rd,53717-1730
8137,Dayton St W 914,None,None,None,914 W Dayton St,53715-1127
8140,Charter St N 26 Bldg #1,None,None,None,26 N Charter St,53715-0000
8141,Charter St N 26 Bldg #2,None,None,None,26 N Charter St,53715-0000
8142,Charter St N 26 Bldg #3,None,None,None,26 N Charter St,53715-0000
8201,Shirley Rd D 3241 Tower,None,None,None,3241 D Shirley Rd,54208-0000
8202,Shirley Rd D 3241 Land,None,None,None,3241 D Shirley Rd,54208-0000
8225,"Walkway 449, 453, 455, 468",None,None,None,1400 University Ave,53706-1526
8245,Sellery Retail,None,None,None,801 W Johnson St,53706-1701
8304,MRI Cassette Building,None,None,None,600 Highland Ave,53792-3284
8319,Excelsior Dr 8010,None,None,None,8010 Excelsior Dr,53717-1951
8326,UW Health Odana Road Clinic,None,None,None,5618 Odana Rd,53719-1208
8328,UW Health Clinic-West Towne,None,None,None,7102 Mineral Point Rd,53717-1706
8329,UW Health Clinic-East Towne,None,None,None,4122 East Towne,53704-3732
8331,UW Medical Foundation,None,None,None,8007 Excelsior Dr,53717-1949
8336,"Wisconsin Dialysis, Inc",None,None,None,3034 Fish Hatchery Rd,53713-3125
8341,UW Health Clinic-Stoughton,None,None,None,1001 Nygaard St,53589-5495
8343,UW Clinic-Fitchburg,None,None,None,5543 E Cheryl Pkwy,53711-5376
8350,Marshall Ct 2701,None,None,None,2701 Marshall Ct,53705-2255
8353,Marshall Ct 2707,None,None,None,2707 Marshall Ct,53705-2255
8354,Rosa Rd S 504,None,None,None,504 S Rosa Rd,53707-0000
8355,Nobel Dr 5515,None,None,None,5515 Nobel Dr,53711-0000
8356,Femrite Dr 5830,None,None,None,5830 Femrite Dr,53718-0000
8357,Agriculture Dr 2811,None,None,None,2811 Agriculture Dr,53718-6777
8358,Lake Ave 929,None,None,None,929 Lake Ave,52403-0000
8359,Mason St W 3759,None,None,None,3759 W Mason St,54155-8811
8360,UW Health Yahara,None,None,None,1050 E Broadway,53716-0000
8361,UW Health DeForest/Windsor,None,None,None,4131 Meridian Dr,53598-0000
8362,UW Health Admin Office Bldg,None,None,None,7974 UW Health Ct,53562-0000
8363,UW Health Columbus,None,None,None,1511 Park Ave,53925-0000
8364,UW Health Digestive Health Ctr,None,None,None,750 University Row,53705-1311
8366,UW Health East Madison Hospital,None,None,None,4602 Eastpark Blvd,53718-2002
8368,Hadley St E 121-MKE,None,None,None,121 E Hadley St,53212-0000
8369,Maryland Ave NE 100,None,None,None,100 Maryland Ave NE,20002-5625
8371,DHS Green Bay Regional Office,None,None,None,200 N Jefferson St,54301-0000
8372,DHS Rhinelander Regional Office,None,None,None,2187 N Stevens St,54501-0000
8373,DHS Milwaukee Regional Office,None,None,None,819 N 6th St,53203-0000
8374,DHS Eau Claire Regional Office,None,None,None,610 Gibson St,54701-3696
8375,DHS Madison Regional Office,None,None,None,3319 W Beltline Hwy,53713-2834
8376,DHS STI Unit,None,None,None,1 W Wilson St,53703-3445
8377,DHS Keenan Health Center,None,None,None,3200 N 36th St,53206-0000
8401,James Lovell St N 728 (Inactive),None,None,None,728 N James Lovell St,53233-2408
8402,Stella Creek Rd,None,None,None,Stella Creek Rd,54501-0000
8403,South St 227,None,None,None,227 South St,54615-0000
8404,Lake Mendota Dr 2526,None,None,None,2526 Lake Mendota Dr,53705-1507
8405,Kennedy Rd 2815,None,None,None,2815 Kennedy Rd,54545-0475
8406,640th Ave,None,None,None,640th Ave,54749-0000
8409,Park S 1,None,None,None,1 S Park St,53715-1375
8410,S Townline Rd 380,None,None,None,380 S Townline Rd,54982-6900
8411,Washburn County Services Center,None,None,None,304 2nd St,54871-4447
8412,Rock County Complex Building A,None,None,None,3506 N Hwy 51,Retrieving d
